BlockNumber,TrialType,FileName,Xcoord,Ycoord,BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,TrialLoop.thisRepN,TrialLoop.thisTrialN,TrialLoop.thisN,TrialLoop.thisIndex,key_resp_cross.keys,key_resp_cross.rt,text_cross_space.started,text_cross_space.stopped,id_participant,age,handedness,gender,Xpos,Ypos,ClickInTime,find_target.x,find_target.y,find_target.leftButton,find_target.midButton,find_target.rightButton,find_target.time,find_target.clicked_name,participant,age,handedness,gender,date,expName,psychopyVersion,frameRate,
1,new,Kitchen_4,0.1632947635223172,0.2857513099983214,0,0,0,0,0,0,0,12,space,1.8596512909934972,83.5785512500006,None,3,23,right,female,0.1632947635223172,0.2857513099983214,1,0.1688888888888889,0.2788888888888889,1,0,0,7.002819667002768,stimulus,3,23,right,female,2022_Sep_20_1225,exp_builder_script,2021.2.3,59.93098958363188,
1,mirrored,Bathroom_10,-0.3502743569014685,0.3798328685450328,0,0,0,0,0,1,1,1,space,1.37340695799503,92.97474166699976,None,3,23,right,female,-0.3502743569014685,0.3798328685450328,1,-0.34555555555555556,0.37555555555555553,1,0,0,2.654920334003691,stimulus,3,23,right,female,2022_Sep_20_1225,exp_builder_script,2021.2.3,59.93098958363188,
1,new,Bedroom_10,-0.5072629001566733,-0.014204148618675028,0,0,0,0,0,2,2,14,space,0.6494862910039956,97.47453979199781,None,3,23,right,female,-0.5072629001566733,-0.014204148618675028,1,-0.5044444444444445,-0.013333333333333334,1,0,0,4.555143792000308,stimulus,3,23,right,female,2022_Sep_20_1225,exp_builder_script,2021.2.3,59.93098958363188,
1,new,Kitchen_1,0.34342691366607064,0.30589526172118686,0,0,0,0,0,3,3,11,space,0.9363970830017934,103.14161687500018,None,3,23,right,female,0.34342691366607064,0.30589526172118686,1,0.3466666666666667,0.30333333333333334,1,0,0,2.2349847500008764,stimulus,3,23,right,female,2022_Sep_20_1225,exp_builder_script,2021.2.3,59.93098958363188,
1,mirrored,Bathroom_2,0.20329417316030823,0.3077753718311152,0,0,0,0,0,4,4,4,space,0.5032897490018513,106.74183449999691,None,3,23,right,female,0.20329417316030823,0.3077753718311152,1,0.20666666666666667,0.32222222222222224,1,0,0,2.907961749995593,stimulus,3,23,right,female,2022_Sep_20_1225,exp_builder_script,2021.2.3,59.93098958363188,
1,mirrored,Bedroom_5,0.0448591774405982,-0.28355325865388037,0,0,0,0,0,5,5,9,space,0.42789583199919434,110.59130875000119,None,3,23,right,female,0.0448591774405982,-0.28355325865388037,1,0.03666666666666667,-0.2688888888888889,1,0,0,3.0188571249964298,stimulus,3,23,right,female,2022_Sep_20_1225,exp_builder_script,2021.2.3,59.93098958363188,
1,new,Office_1,0.40098704400412216,-0.0009067281813785466,0,0,0,0,0,6,6,17,space,0.5134618329975638,114.47561483299796,None,3,23,right,female,0.40098704400412216,-0.0009067281813785466,1,0.40555555555555556,0.005555555555555556,1,0,0,10.960432208004931,stimulus,3,23,right,female,2022_Sep_20_1225,exp_builder_script,2021.2.3,59.93098958363188,
1,mirrored,Kitchen_8,0.29549651979099967,-0.16262548483650754,0,0,0,0,0,7,7,7,space,0.6329877070020302,126.37492645799648,None,3,23,right,female,0.29549651979099967,-0.16262548483650754,0,,,,,,,,3,23,right,female,2022_Sep_20_1225,exp_builder_script,2021.2.3,59.93098958363188,
1,original,Bathroom_6,-0.12805113141993518,0.24277517045516525,0,0,0,0,0,8,8,20,space,0.6977979160001269,142.04199854200124,None,3,23,right,female,-0.12805113141993518,0.24277517045516525,1,-0.12555555555555556,0.24555555555555555,1,0,0,1.412626208999427,stimulus,3,23,right,female,2022_Sep_20_1225,exp_builder_script,2021.2.3,59.93098958363188,
1,new,Office_4,-0.3876491098010492,-0.3709300906739321,0,0,0,0,0,9,9,13,space,0.3921165820065653,144.5928700000004,None,3,23,right,female,-0.3876491098010492,-0.3709300906739321,1,-0.38555555555555554,-0.36333333333333334,1,0,0,4.337304749999021,stimulus,3,23,right,female,2022_Sep_20_1225,exp_builder_script,2021.2.3,59.93098958363188,
