BlockNumber,TrialType,FileName,Xcoord,Ycoord,BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,TrialLoop.thisRepN,TrialLoop.thisTrialN,TrialLoop.thisN,TrialLoop.thisIndex,key_resp_cross.keys,key_resp_cross.rt,text_cross_space.started,text_cross_space.stopped,id_participant,age,handedness,gender,Xpos,Ypos,ClickInTime,find_target.x,find_target.y,find_target.leftButton,find_target.midButton,find_target.rightButton,find_target.time,find_target.clicked_name,participant,age,handedness,gender,date,expName,psychopyVersion,frameRate,
1,new,Kitchen_6,0.27566083504110805,-0.1463782704126546,0,0,0,0,0,0,0,17,space,4.040033499004494,82.21208254100202,None,5,22,right,female,0.27566083504110805,-0.1463782704126546,0,,,,,,,,5,22,right,female,2022_Sep_20_1242,exp_builder_script,2021.2.3,60.090737013002126,
1,new,Kitchen_2,0.6481019090477705,-0.039638762827283514,0,0,0,0,0,1,1,18,space,21.050216206996993,101.29328166599589,None,5,22,right,female,0.6481019090477705,-0.039638762827283514,0,,,,,,,,5,22,right,female,2022_Sep_20_1242,exp_builder_script,2021.2.3,60.090737013002126,
1,new,Kitchen_1,0.39576600992692873,-0.02059545505068555,0,0,0,0,0,2,2,19,space,2.5195537079998758,137.3780282910011,None,5,22,right,female,0.39576600992692873,-0.02059545505068555,1,0.3977777777777778,-0.017777777777777778,1,0,0,2.7053503339993767,stimulus,5,22,right,female,2022_Sep_20_1242,exp_builder_script,2021.2.3,60.090737013002126,
1,original,Office_4,0.47970638112442754,-0.07514757535749095,0,0,0,0,0,3,3,29,space,1.5515842500026338,143.04479058300058,None,5,22,right,female,0.47970638112442754,-0.07514757535749095,1,0.4777777777777778,-0.06777777777777778,1,0,0,6.2952060000025085,stimulus,5,22,right,female,2022_Sep_20_1242,exp_builder_script,2021.2.3,60.090737013002126,
1,original,Bedroom_2,0.6688981486134047,-0.37473738857615985,0,0,0,0,0,4,4,28,space,5.452208916001837,151.34520920799696,None,5,22,right,female,0.6688981486134047,-0.37473738857615985,1,0.6655555555555556,-0.36333333333333334,1,0,0,3.653218708001077,stimulus,5,22,right,female,2022_Sep_20_1242,exp_builder_script,2021.2.3,60.090737013002126,
1,new,Kitchen_7,-0.4760149389780095,-0.055569973455452615,0,0,0,0,0,5,5,10,space,2.968956666001759,160.91241749999608,None,5,22,right,female,-0.4760149389780095,-0.055569973455452615,1,-0.47888888888888886,-0.04666666666666667,1,0,0,11.92918958300288,stimulus,5,22,right,female,2022_Sep_20_1242,exp_builder_script,2021.2.3,60.090737013002126,
1,original,Bedroom_10,0.1891086204300323,0.20807359087388388,0,0,0,0,0,6,6,25,space,13.90227458300069,176.2794339999964,None,5,22,right,female,0.1891086204300323,0.20807359087388388,1,0.1922222222222222,0.22,1,0,0,12.733127291998244,stimulus,5,22,right,female,2022_Sep_20_1242,exp_builder_script,2021.2.3,60.090737013002126,
1,mirrored,Bedroom_1,0.5340519244635709,0.280569701442385,0,0,0,0,0,7,7,4,space,5.892622791005124,203.39575033300207,None,5,22,right,female,0.5340519244635709,0.280569701442385,1,0.53,0.2877777777777778,1,0,0,3.6701694170042174,stimulus,5,22,right,female,2022_Sep_20_1242,exp_builder_script,2021.2.3,60.090737013002126,
1,mirrored,Bathroom_3,-0.618067398663159,-0.35117949665802334,0,0,0,0,0,8,8,5,space,1.5730628750025062,213.4122879159986,None,5,22,right,female,-0.618067398663159,-0.35117949665802334,1,-0.6166666666666667,-0.3466666666666667,1,0,0,6.7658747079985915,stimulus,5,22,right,female,2022_Sep_20_1242,exp_builder_script,2021.2.3,60.090737013002126,
1,mirrored,Bedroom_9,-0.4438433122718933,-0.17059189439683667,0,0,0,0,0,9,9,6,space,0.8958774159982568,222.21341245799704,None,5,22,right,female,-0.4438433122718933,-0.17059189439683667,1,-0.44222222222222224,-0.16333333333333333,1,0,0,3.53859016700153,stimulus,5,22,right,female,2022_Sep_20_1242,exp_builder_script,2021.2.3,60.090737013002126,
